name,rating,reviews,company_type,Head_Quarters
smartData Enterprises,3.0,(463),IT Services & Consulting,Nagpur +12 other locations
British Council,3.5,(463),Education & Training,New Delhi +24 other locations
Liberty General Insurance,3.7,(463),Insurance,Mumbai +84 other locations
Jindal Aluminium,3.9,(463),Metals & Mining,Bengaluru +19 other locations
Equiniti,3.6,(463),Financial Services,Chennai +4 other locations
Atyati Technologies,4.0,(463),IT Services & Consulting,Bengaluru +99 other locations
Aludecor Lamination,3.9,(463),Building Material,Haridwar +50 other locations
Tata International,3.4,(463),Import & Export,Mumbai +40 other locations
PC Solutions,4.1,(462),IT Services & Consulting,New Delhi +17 other locations
Godrej Interio,3.8,(463),Furniture & Furnishing,Mumbai +66 other locations
Symphony,4.6,(462),Consumer Electronics & Appliances,Ahmedabad +88 other locations
Cloud4C,3.5,(462),IT Services & Consulting,Hyderabad +9 other locations
Dana India,4.0,(462),Auto Components,Pune +26 other locations
Meghmani Organics,3.7,(462),Chemicals,Bharuch +26 other locations
MagicPin,2.5,(462),Internet,Gurugram +19 other locations
Revent Group,3.8,(462),Auto Components,Gurugram +32 other locations
Common Service Centres,4.4,(462),Government,New Delhi +183 other locations
Avery Dennison,3.7,(462),Packaging,Bengaluru +32 other locations
Landis+Gyr,2.9,(462),Electrical Equipment,Noida +11 other locations
RND Softech,3.0,(461),BPO,Coimbatore +11 other locations
Anthem Biosciences,3.9,(461),Pharma,Bengaluru +15 other locations
Mediterranean Shipping Company,4.0,(461),Ports & Shipping,Chennai +37 other locations
GHCL Limited,3.9,(461),Chemicals,Sutrapada +29 other locations
Novotel Hotels,4.0,(460),Hospitality,Mumbai +32 other locations
Paharpur Cooling Towers,4.0,(460),Industrial Machinery,Kolkata +50 other locations
CommScope,3.8,(460),Telecom,Bengaluru +20 other locations
Encube Ethicals,3.7,(460),Pharma,Mumbai +28 other locations
Sulekha.com,3.3,(460),Internet,Chennai +19 other locations
SBI Mutual Fund,3.7,(460),Financial Services,Mumbai +151 other locations
Thales,3.6,(459),IT Services & Consulting,Noida +18 other locations
Paradeep Phosphates,3.9,(461),Agro Chemicals,Paradip +49 other locations
Visaka Industries,3.8,(459),Building Material,Hyderabad +60 other locations
Numeric UPS,4.0,(471),Consumer Electronics & Appliances,Chennai +76 other locations
GM Modular,3.8,(458),Electrical Equipment,Mumbai +72 other locations
Del Monte Foods,4.1,(458),Food Processing,Gurugram +61 other locations
Moon Beverages,3.9,(459),Beverage,New Delhi +39 other locations
Aimil Pharmaceuticals,3.6,(458),Pharma,New Delhi +60 other locations
Nash Industries,3.5,(458),Industrial Machinery,Bengaluru +15 other locations
Venky's,3.7,(458),Food Processing,Pune +70 other locations
Cera Sanitaryware,4.1,(457),Building Material,Ahmedabad +77 other locations
ZF Friedrichshafen,3.8,(457),Auto Components,Chennai +17 other locations
WM Universal Solutions Private Limited,3.6,(456),Waste Management,Indore +18 other locations
Subex,3.4,(456),Software Product,Bengaluru +10 other locations
Comcast,3.9,(456),Telecom,Chennai +12 other locations
Torrent Gas,3.1,(455),Oil & Gas,Ahmedabad +31 other locations
Almarai,4.2,(455),Food Processing,Riyadh +43 other locations
Loadshare Networks,3.6,(455),Logistics,Bengaluru +74 other locations
Mediamint,2.8,(455),Marketing & Advertising,Hyderabad +8 other locations
Texmaco Rail and Engineering,3.8,(455),Engineering & Construction,Kolkata +51 other locations
Realty Assistant,3.7,(454),Real Estate,Noida +17 other locations
ITI,3.6,(454),Hardware & Networking,Bengaluru +86 other locations
Flamingo Pharmaceuticals,3.2,(454),Pharma,Mumbai +11 other locations
Sahyadri Hospital,4.2,(455),Healthcare,Pune +11 other locations
Prism Cement,4.0,(454),Building Material,Satna +77 other locations
Seoyon E-hwa Automotive,3.5,(455),Auto Components,Chennai +19 other locations
Dharampal Premchand,4.3,(454),FMCG,Noida +70 other locations
Kiswok Industries,3.3,(453),Iron & Steel,Kolkata +8 other locations
Railtel Corporation Of India,3.6,(453),Hardware & Networking,New Delhi +74 other locations
Vijai Electricals,3.7,(453),Power,Hyderabad +45 other locations
Indofil Industries,4.1,(453),Agro Chemicals,Bharuch +55 other locations
ByteDance,4.0,(453),Internet,Gurugram +14 other locations
Iksula,3.2,(453),IT Services & Consulting,Mumbai +11 other locations
MKC Infrastructure Ltd.,3.5,(453),Engineering & Construction,Gandhinagar +49 other locations
Aditya Birla Housing Finance,3.8,(452),NBFC,Mumbai +93 other locations
TriGeo Technologies,3.2,(452),IT Services & Consulting,Hyderabad +5 other locations
Stovekraft,4.0,(452),Consumer Electronics & Appliances,Bengaluru +56 other locations
LuLu Group International,3.4,(452),Retail,Kochi +40 other locations
Hyundai Glovis,3.8,(453),Logistics,Anantapur +21 other locations
Bandhan Life,3.2,(452),Insurance,Mumbai +86 other locations
Pratham Education Foundation,4.1,(451),Education & Training,New Delhi +110 other locations
Henkel Adhesives Technologies,4.1,(451),Chemicals,Pune +29 other locations
OLX Autos,3.9,(450),Internet,Gurugram +35 other locations
Stryker,3.9,(450),Medical Equipment,Gurugram +23 other locations
CS TECH Ai,3.9,(450),IT Services & Consulting,Nagpur +46 other locations
Jupiter Hospital,3.9,(450),Healthcare,Pune +14 other locations
Yethi Consulting,3.4,(450),IT Services & Consulting,Bengaluru +11 other locations
Bharat Bijlee,4.2,(449),Electrical Equipment,Mumbai +25 other locations
Kolte Patil Developers,4.0,(449),Real Estate,Pune +9 other locations
Prodair Air Products,3.6,(449),Oil & Gas,Pune +21 other locations
Kyungshin Industrial Motherson,3.3,(450),Electrical Equipment,Chennai +17 other locations
Realme,3.7,(449),Consumer Electronics & Appliances,Gurugram +101 other locations
Khadims,3.6,(449),Fashion & Textile,Kolkata +65 other locations
SISL Infotech,3.5,(449),IT Services & Consulting,New Delhi +41 other locations
RPG Life Sciences,3.7,(448),Pharma,Ankleshwar +47 other locations
Orient Craft,3.8,(448),Fashion & Textile,Gurugram +14 other locations
JNS Instruments,3.9,(448),Industrial Machinery,Gurugram +23 other locations
B. Braun Medical,4.1,(448),Healthcare,Mumbai +49 other locations
Kaynes Technology,3.3,(448),Electronics Manufacturing,Mysuru +17 other locations
Mahle Anand Thermal Systems,4.1,(447),Auto Components,Pune +16 other locations
Miracle Software Systems,3.8,(447),IT Services & Consulting,Visakhapatnam +12 other locations
Portea Medical,3.8,(447),Healthcare,Bengaluru +44 other locations
St. Xavier's High School,3.7,(447),Pharma,Gurugram +126 other locations
Usha Martin,4.0,(447),Iron & Steel,Ranchi +28 other locations
Puravankara,3.5,(447),Real Estate,Bengaluru +13 other locations
Red Hat,4.3,(447),Software Product,Pune +14 other locations
Synopsys,3.6,(447),Semiconductors,Bengaluru +10 other locations
Balmer Lawrie,3.6,(447),Packaging,Kolkata +36 other locations
Karvy Data Management,3.3,(446),Hyderabad +41 other locations,
Bharat Seats,3.7,(446),Auto Components,Gurugram +20 other locations
AIRBUS,3.6,(447),Aviation,Bengaluru +11 other locations
Eurokids,4.0,(446),Education & Training,Mumbai +73 other locations
Clix Capital Services,4.0,(446),NBFC,Gurugram +37 other locations
Dow Chemical International Private Limited,3.6,(446),Chemicals,Chennai +17 other locations
Yusen Logistics,4.0,(446),Logistics,Mumbai +37 other locations
Toyota,4.2,(445),Automobile,Bengaluru +113 other locations
SMEC,3.6,(445),Real Estate,Bengaluru +65 other locations
Corona Remedies,4.2,(445),Pharma,Ahmedabad +67 other locations
Purplle.com,3.6,(445),Retail,Mumbai +36 other locations
Paper Boat(Hector Beverages Pvt. Ltd.),3.9,(445),Beverage,Bengaluru +106 other locations
Reliance Infrastructure,4.1,(444),Engineering & Construction,Mumbai +63 other locations
Titagarh Rail Systems,2.8,(445),Railways,Kolkata +18 other locations
TresVista,2.4,(444),Analytics & KPO,Pune +11 other locations
GS Lab,3.7,(444),IT Services & Consulting,Pune +8 other locations
Ciena,4.0,(444),Telecom,Gurugram +12 other locations
Kaya Skin Clinic,3.5,(444),Beauty & Personal Care,Mumbai +36 other locations
Grant Thornton Bharat,3.5,(444),Accounting & Auditing,Gurugram +36 other locations
In Time Tec Visionsoft,3.4,(444),IT Services & Consulting,Jaipur +10 other locations
T.v. Sundram Iyengar & Sons,3.9,(443),Automobile,Chennai +78 other locations
NR Switch N Radio Services,3.8,(443),Telecom,Kota +74 other locations
Caresoft Global,3.4,(443),Automobile,Coimbatore +14 other locations
BSCPL Infrastructure,3.9,(443),Engineering & Construction,Hyderabad +46 other locations
AVAYA,3.2,(442),Software Product,Pune +17 other locations
Pocket FM,2.7,(443),Media & Entertainment,Bengaluru +17 other locations
SPAR Hypermarkets,3.9,(442),Retail,Bengaluru +30 other locations
CodeClouds,4.0,(442),Software Product,Kolkata +6 other locations
Espire Infolabs,2.5,(442),IT Services & Consulting,Gurugram +9 other locations
NetApp,3.7,(442),IT Services & Consulting,Bengaluru +9 other locations
Gaurs Group,4.2,(441),Real Estate,Noida +13 other locations
Majesco,3.0,(441),IT Services & Consulting,Mumbai +9 other locations
Ashapura Group Of Industries,4.1,(441),Metals & Mining,Bhuj +33 other locations
Gokaldas Exports,3.9,(441),Fashion & Textile,Bengaluru +24 other locations
Infovision,3.5,(441),IT Services & Consulting,Pune +12 other locations
Honour Lab,3.9,(441),Pharma,Hyderabad +18 other locations
Head Field Solutions,4.1,(440),Recruitment,Noida +6 other locations
FabHotels,3.2,(440),Hospitality,Gurugram +33 other locations
Fuji Electric,3.6,(440),Electronics Manufacturing,Chennai +38 other locations
LT Foods,3.9,(439),FMCG,Gurugram +62 other locations
Speridian Technologies,3.3,(439),IT Services & Consulting,Bengaluru +20 other locations
DB Power Limited,4.7,(439),Power,Raigarh +13 other locations
Brembo Brake India,4.1,(439),Auto Components,Pune +16 other locations
Kataria Automobiles,3.6,(439),Automobile,Ahmedabad +27 other locations
ELGI Equipments,4.1,(438),Industrial Machinery,Coimbatore +32 other locations
Rapido,3.5,(439),Internet,Bengaluru +60 other locations
Ergode IT Services,3.3,(438),IT Services & Consulting,Mumbai +11 other locations
NTPC GE Power Services,3.9,(439),Power,Jharsuguda +27 other locations
SABIC,4.1,(437),Chemicals,Bengaluru +21 other locations
H & R Johnson,3.4,(437),Building Material,Mumbai +75 other locations
Confidence Petroleum India,3.0,(437),Oil & Gas,Nagpur +51 other locations
Self Practice,4.4,(437),Analytics & KPO,New Delhi +125 other locations
DesignTech Systems,3.4,(437),IT Services & Consulting,Pune +34 other locations
Nuvama Wealth and Investment,3.3,(437),Financial Services,Mumbai +56 other locations
Birla White,4.1,(437),Building Material,Jodhpur +110 other locations
Infosys Consulting,3.4,(437),IT Services & Consulting,Bengaluru +28 other locations
Go Colors,3.9,(437),Fashion & Textile,Chennai +72 other locations
Nagarjuna Fertilizers and Chemicals,4.1,(436),Agro Chemicals,Kakinada +70 other locations
Zscaler Softech,3.3,(436),Software Product,Bengaluru +15 other locations
K D Hospital,4.5,(436),Healthcare,Ahmedabad +8 other locations
Indian Immunologicals,4.2,(436),Biotechnology,Hyderabad +30 other locations
Montecarlo Construction,4.1,(436),Engineering & Construction,Ahmedabad +81 other locations
SBI Capital Markets,3.6,(435),Financial Services,Mumbai +132 other locations
Transasia Bio-Medicals,3.3,(435),Biotechnology,Mumbai +54 other locations
Orion Innovation,3.4,(435),IT Services & Consulting,Chennai +12 other locations
Flipkart Health+,3.5,(435),Internet,Kolkata +38 other locations
PULSUS HealthTech Group,3.2,(435),Printing & Publishing,Visakhapatnam +8 other locations
Mjunction Services,3.9,(435),IT Services & Consulting,Kolkata +29 other locations
Allegis Group,3.5,(434),Recruitment,Bengaluru +13 other locations
Aptech,3.3,(434),Education & Training,Mumbai +72 other locations
IL&FS Engineering and Construction,4.5,(434),Engineering & Construction,Hyderabad +52 other locations
Aker Solutions,4.0,(434),Engineering & Construction,Pune +10 other locations
SoftwareOne,3.7,(433),Software Product,Gurugram +18 other locations
Kothari Agritech,4.2,(433),Building Material,Solapur +125 other locations
Neilsoft,3.1,(433),Engineering & Construction,Pune +11 other locations
Anunta Technology Management Services,3.4,(434),IT Services & Consulting,Mumbai +20 other locations
Deluxe Entertainment,3.5,(433),Media & Entertainment,Bengaluru +12 other locations
Bengal Beverages,3.1,(434),Beverage,Kolkata +14 other locations
Alankit,3.2,(433),Financial Services,New Delhi +40 other locations
Falcon Autotech,3.9,(433),Industrial Automation,Noida +18 other locations
TruBridge Healthcare Private Limited,4.0,(434),Analytics & KPO,Mumbai +5 other locations
Knack RCM,3.1,(433),BPO,Jaipur +11 other locations
ZTE Corporation,4.0,(432),Telecom,Gurugram +45 other locations
Tao Digital,3.6,(432),IT Services & Consulting,Hyderabad +8 other locations
Regency Hospital Ltd,4.1,(432),Healthcare,Kanpur +17 other locations
Reshamandi,3.5,(431),Fashion & Textile,Bengaluru +33 other locations
Sunwoda Electronic India Pvt Ltd,3.9,(431),Electronics Manufacturing,Noida +8 other locations
GTL Infrastructure,4.1,(431),Hardware & Networking,Mumbai +48 other locations
Freecharge,3.8,(431),FinTech,Gurugram +62 other locations
AQM Technologies,3.2,(431),IT Services & Consulting,Mumbai +13 other locations
Tata Steel Downstream Products,3.7,(430),Iron & Steel,Jamshedpur +38 other locations
Rieter,3.5,(430),Industrial Machinery,Pune +15 other locations
IndusInd Capital,3.9,(430),Financial Services,Mumbai +87 other locations
Midland Microfin Limited,3.5,(430),NBFC,Jalandhar +130 other locations
Powerweave,3.3,(430),BPO,Mumbai +8 other locations
Dee Piping System,4.1,(430),Engineering & Construction,Faridabad +21 other locations
Avalara Technologies,3.0,(430),Software Product,Pune +6 other locations
Mashreq Global Services,3.1,(430),Financial Services,Bengaluru +10 other locations
Bhagwati Products,3.6,(430),Consumer Electronics & Appliances,Noida +19 other locations
Infotact Solutions,4.4,(432),IT Services & Consulting,Bengaluru +16 other locations
Polestar Analytics,4.1,(429),IT Services & Consulting,Noida +9 other locations
Cipla Health,4.1,(429),Pharma,Mumbai +87 other locations
TotalEnergies,3.8,(429),Oil & Gas,Mumbai +64 other locations
Godrej Jersey,4.1,(429),Food Processing,Hyderabad +44 other locations
Konexions Back Office Services,2.7,(428),BPO,New Delhi +19 other locations
Cimpress,3.8,(429),Printing & Publishing,Mumbai +9 other locations
ARMSOFTECH.AIR,3.3,(428),IT Services & Consulting,Chennai +16 other locations
Capital Foods,4.2,(428),Food Processing,Mumbai +74 other locations
Le Méridien,4.2,(427),Hospitality,New Delhi +27 other locations
Welspun Transformation Services Limited,3.9,(427),IT Services & Consulting,Ahmedabad +12 other locations
Meyer Organics,3.7,(427),Pharma,Mumbai +71 other locations
Ind-Swift Laboratories,3.9,(427),Pharma,Chandigarh +26 other locations
IIMI Image Management Private Limited,4.1,(427),BPO,Kolkata +5 other locations
ABCI Infrastructures,3.4,(426),Engineering & Construction,Bengaluru +56 other locations
Dun & Bradstreet,3.0,(427),Analytics & KPO,Mumbai +16 other locations
Rakuten Symphony,3.5,(426),Telecom,Indore +9 other locations
Ami Lifesciences,3.8,(426),Pharma,Vadodara +10 other locations
Sterling Tools,3.8,(425),Auto Components,Faridabad +15 other locations
Chettinad Cements,3.9,(426),Building Material,Chennai +62 other locations
Nexteer Automotive,3.8,(426),Auto Components,Bengaluru +11 other locations
Paynearby Technologies,4.0,(426),FinTech,Mumbai +119 other locations
Educomp Solutions,3.7,(425),EdTech,Gurugram +112 other locations
LKQ INDIA,3.4,(425),IT Services & Consulting,Bengaluru +5 other locations
Western Union,2.8,(425),FinTech,Pune +18 other locations
Kutchina,3.4,(425),Consumer Electronics & Appliances,Kolkata +65 other locations
The Indian Hotels Company,4.1,(425),Hospitality,Mumbai +54 other locations
Honeywell International India,4.0,(425),Defence & Aerospace,Pune +23 other locations
KLAY Preschool and Daycare,3.6,(423),Bengaluru +18 other locations,
Bada Business,3.6,(424),Internet,New Delhi +54 other locations
Flatworld Solutions,3.4,(425),IT Services & Consulting,Bengaluru +10 other locations
Mungi Group,3.9,(424),Auto Components,Pune +14 other locations
